target,vehicle_age,vehicle_value,vehicle_power,ph_age,licence_years,licence_points,ph_owns_home,annual_mileage
4769.073112266244,1,9035,95,30,8,0,0,4000
2309.337237506385,6,11566,69,52,16,0,1,8000
4566.769700189312,7,12294,106,47,11,0,1,6000
1829.5857828647788,3,8436,90,63,22,0,1,6000
3302.0926750433096,4,10363,90,52,16,3,1,10000
2599.9903105637277,9,13205,106,55,18,3,1,7000
1757.573185588646,4,9972,NA,59,19,0,1,10000
2708.71987214576,2,11018,83,52,17,3,0,10000
2927.6834571531504,5,12798,108,54,15,3,1,6000
3608.660904433589,5,11140,100,40,8,3,NA,8000
2624.483156008971,10,7411,71,54,16,3,1,11000
1521.918743083393,6,7847,67,52,20,3,0,7000
3386.070521214568,2,12703,105,51,16,0,1,11000
3534.5215232624973,3,7989,120,45,14,3,1,4000
3104.598274057476,1,14697,91,53,15,0,1,3000
3506.470937800166,2,15294,129,49,16,0,1,10000
3943.8297641547188,2,11413,81,40,11,0,1,8000
3298.712765062034,7,9869,94,45,11,3,1,5000
4073.8912654902583,7,7172,90,36,9,0,1,9000
3421.8118547129384,5,8195,60,39,14,3,0,9000
3489.4420983246605,1,15849,102,46,13,0,1,6000
3132.0542166911528,0,16589,97,32,7,0,0,6000
3715.7512250481177,2,9057,83,33,5,3,1,8000
2483.0766315299857,2,14140,92,57,20,0,0,2000
2065.3823082853637,11,5818,64,42,13,3,0,3000
2981.6200709111927,0,11867,64,31,8,3,0,1000
2726.528411722533,1,11164,85,46,17,3,0,9000
1862.0646674440864,3,11601,83,59,19,3,1,7000
2355.7249325437188,0,11400,106,53,18,0,0,6000
3340.9454115522267,2,12849,94,51,16,3,1,10000
3072.959433832976,3,10482,73,40,15,3,0,7000
2371.6990067981756,4,10679,65,42,15,6,0,5000
3462.6258856181043,0,11222,100,47,16,0,0,8000
2031.9344964299103,0,10897,84,66,22,0,1,8000
3273.291989352266,2,9943,89,56,16,3,1,6000
3045.0912380005757,3,9431,89,40,12,0,1,5000
2130.7437248248025,2,11508,89,67,26,6,0,9000
3270.913987316201,4,11290,77,38,15,0,0,7000
2938.3127928152453,9,6566,81,49,14,3,1,7000
2991.399241743156,5,12965,105,56,18,0,1,5000
2332.7668927412815,7,10228,101,57,20,0,0,4000
3086.7929130424495,3,8236,86,40,13,3,0,7000
4099.4049598593,7,6856,90,45,14,3,0,7000
2119.4644738794377,2,9312,75,53,15,0,1,10000
2092.3713975543887,4,11468,97,57,19,0,1,10000
1857.5895731883993,2,10865,89,66,23,0,1,5000
2757.5466918195402,4,10120,96,50,16,0,1,11000
2154.0214870721807,1,NA,110,56,20,0,0,7000
2930.8876003375703,0,10446,92,45,16,0,0,7000
4175.578062613149,3,8541,88,34,8,3,1,11000
1958.8926473951944,4,11974,98,54,21,3,0,6000
2441.223533632401,5,7912,64,57,17,0,1,9000
2271.355148849148,2,11218,66,52,18,0,0,5000
3073.992006408094,11,8236,105,45,15,0,0,4000
3595.508870493695,0,13456,84,53,14,0,1,6000
2891.4683047803014,0,14828,99,46,13,0,1,10000
3767.0613130552847,2,15673,95,44,15,0,0,7000
1981.9651428684797,1,12163,66,48,20,6,0,4000
1614.7783659171034,6,10993,85,45,18,0,0,4000
2525.6751388726943,3,12232,96,44,16,0,0,7000
2420.735141475774,9,5816,87,49,15,0,1,5000
4855.950561961224,2,15329,90,35,9,0,1,6000
3100.065805673075,5,8294,110,45,10,0,1,13000
2222.8881179495525,1,8994,90,53,20,0,0,9000
1886.4442851206936,3,9209,83,63,20,3,1,6000
3303.984273606044,2,11880,91,47,12,3,1,10000
3112.979449103917,5,8859,77,45,7,0,1,12000
4140.490805081659,7,15256,96,51,16,0,1,10000
3699.5915041799976,2,11213,119,56,15,0,1,8000
3930.031877148372,1,14413,NA,46,14,0,1,11000
3201.603389508062,1,9468,81,49,16,0,1,11000
2425.668979572345,4,9833,112,49,15,3,1,5000
2764.1046266466433,0,9817,85,54,17,0,1,9000
2263.4780422231897,5,7103,69,57,17,0,1,5000
4387.346266098858,9,11822,93,47,14,0,0,11000
2206.453012974302,10,6600,88,59,22,0,0,11000
2896.263720652109,1,14849,84,49,13,0,1,4000
2063.971769146777,10,5566,91,61,22,0,1,13000
2919.964692256276,4,8296,75,47,14,0,1,4000
3234.418997213844,1,13007,75,34,11,0,0,9000
3451.4357605023224,3,13201,130,47,17,3,0,6000
4195.514794813307,1,9757,115,41,14,0,0,10000
1630.1530346659206,4,9423,69,55,21,0,0,7000
3230.0551969236612,1,13316,96,51,16,0,1,6000
3869.8214310628946,2,9736,124,38,13,0,0,10000
2851.6958704475196,1,10571,76,38,11,0,0,3000
2437.7188299013765,11,5842,81,52,18,3,1,10000
3086.9904444734248,0,17251,87,41,10,3,1,12000
3279.554155164573,1,18024,112,56,17,0,1,3000
3279.396305979053,5,17907,102,48,16,3,0,3000
3275.0747490664444,1,14524,116,52,17,0,1,7000
3849.836108656596,5,15409,118,37,14,0,0,9000
2207.7986062196724,0,11823,87,55,20,0,1,10000
3184.9130020211114,2,11518,116,48,15,0,1,7000
2213.7720771628087,1,10279,101,59,22,0,1,12000
3463.5991097794554,2,11840,62,41,14,0,0,4000
2553.68299295188,10,5903,77,42,13,0,1,5000
3094.0766713205367,2,9164,76,33,10,0,NA,6000
3887.0570536693363,3,13199,112,54,16,3,1,11000
2639.918266327291,2,11805,81,43,16,0,0,2000
3548.9748130890766,1,11502,88,40,12,0,1,10000
1973.6576509098693,5,8546,93,55,20,0,1,6000
2124.2554425880517,6,9410,95,51,20,0,0,5000
3900.3737104263223,8,9785,94,40,11,3,1,6000
2363.6052310573555,5,11404,116,50,18,0,0,8000
3003.1042103366626,2,12442,99,41,18,0,0,1000
3463.444748864869,2,11444,76,43,9,0,1,3000
2381.6443947249836,4,11863,92,63,23,0,0,9000
3108.4134434357616,1,9452,63,48,17,3,0,4000
3083.176286466219,1,10122,82,43,12,0,0,2000
3114.091432021183,0,12674,88,48,12,0,1,11000
2808.134334583208,9,7825,93,44,15,0,0,7000
2029.2768514882846,0,9694,74,64,22,0,1,5000
3088.5615794492196,4,10441,84,45,13,0,1,13000
2773.404542298747,6,11160,96,43,14,0,0,10000
3079.8969354430124,0,12342,54,32,7,6,0,7000
2818.1652727926125,6,10228,77,45,12,0,1,8000
1883.1929057058512,4,10155,82,69,22,3,1,10000
2609.349981529786,1,12157,103,56,19,0,1,11000
2136.261158052473,5,7340,74,55,17,0,1,8000
2797.5073760140326,6,14286,82,57,17,0,1,13000
2688.480450824585,2,10253,77,55,17,3,1,11000
3260.9929633386123,5,11350,104,42,13,3,0,6000
2165.788086704482,1,9038,56,43,16,3,0,9000
3311.319398496164,8,5779,41,33,5,0,1,12000
2502.0111041404457,10,8229,86,47,15,0,1,6000
2118.744401404766,2,12205,93,55,21,0,0,7000
2798.237699560383,5,11276,87,56,17,0,1,9000
3657.541131527677,6,6672,94,48,15,0,1,7000
1966.469120465562,6,9437,64,76,26,0,1,9000
3493.6186733208974,1,11809,120,60,15,3,1,6000
3435.424654676738,0,13251,74,44,13,0,1,3000
2124.6352214397884,4,9805,83,47,15,6,1,12000
2100.535978291338,2,9761,77,51,19,0,0,5000
2934.602990699984,5,11714,112,62,21,0,1,12000
2803.2900092202003,1,14846,88,44,16,0,0,5000
2350.488572807201,1,13424,113,55,20,6,1,10000
4548.182539084345,3,7576,91,29,5,3,1,11000
3946.6151806274643,4,12705,90,43,15,0,0,5000
2238.844496360464,0,9726,75,57,16,0,1,5000
3493.933881119351,2,8873,83,46,10,3,1,5000
3579.7977683692116,3,8289,103,44,14,3,0,3000
2042.9309253062934,3,8483,78,59,20,0,1,3000
2620.5563534822772,3,12981,89,57,17,0,1,6000
3241.1666109011053,3,13343,92,39,14,0,0,8000
3930.8934463892465,3,16044,107,37,15,0,0,10000
2510.540187230372,2,10260,102,60,21,3,1,13000
2144.1686415566955,11,5852,75,57,19,0,1,14000
3474.3889756215144,2,NA,90,31,12,3,0,4000
2444.935497271568,0,11219,64,37,14,3,0,3000
4314.99906869685,1,11899,84,28,6,0,1,9000
2314.9714290884353,1,10485,81,59,25,0,0,8000
2723.175080600636,1,8692,97,53,16,0,1,4000
2242.2866966072083,5,8680,71,40,16,0,0,2000
2487.897465689098,5,13771,109,40,12,0,1,4000
2875.84976290344,9,7254,105,55,17,0,1,9000
3441.1168653789127,9,8355,92,30,9,3,0,3000
2356.5759128345326,3,13217,86,56,17,3,1,10000
3510.5855307737093,11,8598,105,47,13,0,1,14000
2213.9516076246364,1,12573,90,52,18,0,0,1000
3730.5541276452495,1,10621,89,41,13,3,0,1000
3332.9223512050885,2,11036,78,43,13,0,0,10000
2566.438395529925,1,12696,96,56,16,0,1,8000
3611.2943562747264,6,12554,NA,51,17,0,0,10000
2181.9123083437867,3,10261,89,61,19,0,1,12000
4094.290946779322,7,12110,90,43,13,0,0,5000
2201.2458711200766,1,9903,70,56,17,0,1,9000
3714.872715584663,2,10731,91,47,15,0,1,12000
2958.2186357684404,6,8641,93,55,16,0,1,6000
2378.2316938903955,1,16411,114,59,18,0,1,5000
1895.1922972309364,3,12465,69,55,18,0,1,7000
3644.9993646142966,0,13519,103,43,10,0,1,5000
3639.2849724971966,8,9108,94,43,13,0,0,11000
2528.158410891966,5,8124,104,59,23,0,0,8000
1990.8613432841241,3,9590,71,54,18,0,1,4000
2537.573525335455,4,13009,93,58,18,0,1,13000
2216.6059329920995,5,9733,95,53,19,0,1,9000
2540.567406777539,6,7506,54,48,15,0,1,10000
2336.154061729592,2,8382,92,55,19,0,1,3000
4668.046377609468,8,14356,106,32,9,0,0,12000
3102.0244092520416,3,10069,69,36,13,0,0,3000
2301.2490341926514,2,14658,83,63,21,3,1,6000
2770.73233364953,5,7979,70,43,12,3,1,8000
3003.844268596211,2,10887,77,43,12,0,1,9000
3287.4701018842784,2,12918,NA,45,12,0,1,8000
3036.4835998952108,7,7903,90,48,13,0,1,12000
2063.962795984998,5,9916,84,47,14,0,0,6000
3055.2140336902153,4,7586,70,46,13,0,1,8000
3907.127231067394,2,10985,81,43,14,0,0,6000
6899.9721378990935,3,9495,71,21,1,0,1,8000
2991.4406760370193,4,16450,88,63,18,3,1,7000
2975.8401904232082,3,11185,83,38,11,3,0,9000
1729.6817803267295,3,8423,74,59,21,0,1,7000
1782.4985121394182,6,6411,89,58,22,0,1,8000
3518.753243326702,2,10040,95,38,13,0,0,10000
2448.775481104724,2,16127,NA,70,27,0,0,6000
3192.075422747992,4,7949,81,37,13,0,0,8000
1585.3710419411834,5,14296,83,54,21,3,0,3000
3027.301728467191,3,15914,97,48,16,0,1,8000
2820.6177289044567,4,8021,83,39,11,0,0,5000
2102.5932771575535,2,14996,105,61,21,6,0,3000
2393.3974110010495,4,7474,88,48,19,0,0,7000
2995.281122167433,1,10074,78,44,17,0,0,2000
3506.8167564389883,2,12609,89,37,13,0,0,7000
3468.167912526491,3,11261,98,49,16,0,1,4000
3149.2966372479937,2,9713,81,29,7,3,1,10000
3564.345151382084,5,8067,68,38,7,0,1,12000
1903.4009500554193,3,9699,77,61,20,6,1,5000
4366.930215879075,0,12982,103,34,8,0,0,3000
3061.6206611299235,2,8367,70,51,12,0,1,8000
2058.433539733262,6,8294,87,55,19,3,1,7000
3128.899320431684,2,10203,83,39,10,3,1,7000
3002.5627770790843,4,8145,93,47,15,0,0,8000
3939.2375939518033,3,11257,79,54,13,0,1,11000
2929.488916722389,7,8192,70,45,16,3,0,4000
2340.9754749531085,2,14381,91,50,18,3,0,10000
3290.0794284393305,0,10873,106,47,15,0,0,5000
2800.567213158187,1,11736,97,42,14,3,0,5000
3240.6671645318647,0,11791,102,46,15,0,NA,3000
2525.2815541014847,2,11861,84,55,19,0,0,9000
2400.7373386383483,12,5960,76,39,16,0,0,5000
1955.5447871111967,0,13847,74,59,19,3,1,8000
3375.213900077884,5,NA,84,50,14,0,1,10000
3180.1647812985043,4,9650,79,41,13,3,0,11000
4200.655510758688,2,19432,125,46,12,3,1,8000
2796.3477530394093,3,9174,92,37,14,0,0,4000
4466.64211804338,5,7613,84,51,14,3,1,13000
2104.113648799128,2,8279,83,60,24,0,0,3000
2147.4975724408814,2,9971,73,51,18,3,0,5000
2195.019458917386,9,8330,92,49,19,0,0,5000
3306.410069291389,1,11483,91,41,14,0,0,1000
3525.836069099243,3,13544,110,52,17,3,1,13000
3567.0001107047183,2,11191,104,33,10,0,0,6000
3337.2295321048655,3,9329,77,47,14,0,1,5000
3613.3381029739044,1,9768,78,47,14,0,1,13000
3810.798600166091,1,11926,112,37,12,3,0,6000
2829.0328741381904,4,9679,82,49,16,3,0,11000
2525.794857421573,9,10432,77,54,18,0,1,11000
2824.651575683728,1,11970,67,41,8,0,1,9000
2776.8115852677306,5,10323,86,47,12,0,1,12000
1736.0263125871,6,8328,75,64,25,0,0,5000
1923.6734606572948,7,7475,76,51,20,0,0,5000
3838.7974783028853,2,8487,86,29,7,0,0,3000
1989.4337952057062,4,8051,84,52,17,0,1,6000
2730.8541172148234,4,10764,78,47,15,0,1,4000
2497.054843450881,7,8957,72,47,17,0,0,4000
3196.318514608389,8,10568,94,46,14,0,1,11000
2817.3667704123495,2,14154,109,49,18,0,0,4000
2956.378947647874,3,11675,96,43,14,0,0,8000
3567.8430458193393,8,15266,121,50,14,3,1,7000
2882.481358205173,7,6448,83,39,13,0,0,2000
2140.326669582187,1,10869,78,49,16,0,1,10000
3156.5193593919525,3,10305,81,52,16,3,1,11000
3378.3585324422,1,15290,105,38,9,0,1,10000
2169.15221308088,1,9638,103,61,20,0,1,10000
2702.6851204221643,1,10960,85,49,15,0,1,6000
3066.259925078823,1,9395,61,48,15,0,1,7000
2899.513633169619,1,10337,81,45,14,3,0,9000
2881.5402595223936,2,9605,78,38,15,0,0,1000
2838.544221230051,3,10392,91,41,12,3,0,6000
1738.2124136934456,7,6429,77,47,19,0,0,4000
2529.34864523223,4,9433,81,50,17,0,1,10000
2310.1986602378124,0,9386,77,51,16,3,0,2000
2248.547081540525,5,7572,75,45,15,0,0,3000
1883.575924479697,3,9314,61,48,17,3,0,11000
2706.377031343961,4,10037,108,35,16,0,0,4000
2318.667841251097,2,9935,86,50,18,0,0,3000
2906.922532028402,3,11909,66,44,13,0,1,9000
3049.689513767599,8,16918,85,41,13,0,0,3000
4099.422457099752,8,8011,94,45,12,0,1,12000
2406.952473355056,1,9798,74,44,16,0,0,4000
3826.7721100977533,2,8786,101,49,18,0,0,11000
3883.404505317017,4,7451,90,51,14,0,1,9000
2532.0114248742225,6,6719,85,60,18,0,1,13000
3338.8969163213774,1,13322,100,49,15,0,1,10000
2118.3443014239688,2,10941,79,50,18,0,0,3000
2723.1711340694987,6,7573,90,55,18,3,1,10000
2861.6024910901992,5,10878,86,35,9,0,0,11000
2430.2614841352806,4,10085,84,62,20,3,1,10000
3570.4706402979373,3,7483,88,46,13,3,1,10000
1576.981153709626,3,9303,47,57,20,3,1,4000
2918.583545840404,2,9248,92,31,11,3,0,7000
2140.1633627932897,3,10319,72,47,16,0,0,5000
1963.0386833709229,0,14194,73,54,19,0,0,6000
3995.7222486617284,3,11867,99,31,7,0,0,8000
2202.3516411982455,2,8759,81,59,18,0,1,8000
1689.1330445616227,5,8414,75,59,22,3,0,4000
2693.3626331112846,5,7281,58,37,13,3,0,5000
2772.7522681854166,2,11777,84,51,16,0,1,10000
1731.5625375154173,17,4774,85,38,13,0,0,5000
3163.5206525521185,12,11972,123,46,18,0,0,12000
1788.4621948265176,1,9256,70,55,18,3,NA,4000
2493.239123461625,5,12505,84,55,17,0,1,12000
3034.2431228383402,0,10005,78,44,12,0,1,9000
2593.896397778379,3,7780,79,39,12,0,0,7000
2615.213299290644,3,7868,104,50,17,3,0,7000
3559.0489602618322,7,8859,95,34,10,0,0,6000
1985.323777008694,3,9529,94,60,20,3,1,10000
3227.4942115748718,5,9004,67,43,12,0,1,10000
3030.4850900886477,0,15067,85,54,17,0,1,9000
2376.088377417008,5,8584,79,47,15,0,1,6000
2084.5526459543303,2,10716,83,60,22,3,1,10000
3477.4463721791667,2,9476,101,52,13,0,1,6000
2169.8860731871478,7,10789,69,49,20,0,0,9000
3517.7642246288074,1,11251,63,32,8,3,1,4000
2343.2569892617403,8,10421,101,57,21,0,0,8000
2818.0360318120343,4,11287,75,44,13,0,1,5000
3494.2053944606128,1,12508,100,35,10,0,0,8000
3810.0818721849205,3,7633,92,45,14,0,1,13000
3108.683060154889,7,9633,89,46,10,0,1,9000
2054.610854872262,3,9089,86,56,24,0,0,9000
4863.325284039539,2,15152,94,37,12,0,0,9000
2249.4436532441737,5,7252,74,42,15,3,0,3000
2946.6236092237896,0,12629,135,60,19,0,1,6000
2082.129113258305,3,13271,102,59,18,0,1,3000
3070.575592760621,3,8869,93,56,17,3,1,9000
2398.93969629094,4,9788,101,68,26,0,0,10000
2217.3963548557163,3,9548,84,53,16,0,1,6000
2768.3105680706954,1,NA,NA,47,12,3,1,12000
4052.6799174841713,1,10531,95,34,8,0,1,9000
3862.9954065791976,7,8988,81,40,12,0,1,11000
2670.555178114313,5,7415,70,55,17,3,1,13000
2456.9441946681786,3,13523,77,58,22,0,0,9000
3321.512858031702,1,10145,105,34,9,0,0,5000
4178.936094658837,2,8484,102,41,11,0,1,7000
4359.264618438991,4,15669,104,36,12,0,0,2000
2717.8739607966686,6,7504,102,45,11,0,1,6000
2888.9070159413905,1,8568,92,54,18,3,1,3000
3755.0037237641855,7,8762,88,40,15,0,NA,10000
4003.2453920256758,4,10682,124,46,13,0,1,6000
2703.2241763410975,3,8311,103,46,18,3,0,2000
3783.6221004365366,5,12297,126,45,13,0,1,4000
2563.6963179271647,1,10269,75,54,16,0,1,8000
2227.864055810761,4,10192,101,61,18,0,1,6000
3798.148424141194,3,11193,89,47,13,0,1,8000
2553.92012752481,1,13244,89,61,18,0,1,10000
3592.4900923799896,0,12848,96,44,14,0,1,6000
7657.8307666478995,3,16437,132,25,3,0,0,5000
2923.640084540233,2,12204,81,39,16,3,0,10000
2978.190912730667,4,8651,73,39,12,0,0,6000
2345.5682341276315,1,11760,97,68,20,0,1,9000
3281.635940150092,8,7679,95,38,7,0,1,5000
2190.8681972021104,6,11499,95,56,20,0,1,6000
3780.173270834742,0,10158,93,46,15,0,1,12000
2024.8913908983898,2,11272,65,48,19,0,0,1000
2043.4901727682327,1,11181,108,58,21,0,0,6000
2687.9274480121317,2,9728,78,49,11,0,1,5000
3378.2780624064003,0,12007,94,40,15,0,0,1000
3578.116323155819,1,11098,97,43,12,3,1,3000
2556.999510032335,2,8004,85,53,17,0,1,10000
3736.4686812297523,4,7931,105,27,8,0,0,9000
2220.4073271213147,1,14529,69,57,17,0,1,5000
2465.3452247709206,3,9396,82,46,15,0,0,2000
3012.8900776775567,3,9005,92,58,16,0,1,12000
2130.0329373440654,5,9205,88,49,19,0,0,3000
2540.1705466647522,1,8750,91,53,17,0,1,5000
3971.8986147810006,0,12760,95,40,9,3,1,10000
2977.515963127814,2,12383,94,45,16,0,0,9000
2594.9729086878,11,7492,127,57,23,0,0,12000
4264.087293083921,2,11556,130,53,15,0,1,8000
2793.973132368557,4,12275,81,36,11,0,0,4000
3494.374892550163,3,11404,76,53,14,0,1,10000
3997.838583353043,1,11635,90,35,10,0,0,3000
4245.121262489509,1,11299,81,42,14,0,0,8000
2738.342383797767,2,8567,85,58,16,3,1,10000
3575.8072645956245,0,13602,62,28,6,0,0,6000
3360.3053460385586,3,12505,85,32,9,0,0,7000
2731.4488480049504,1,12765,98,59,18,0,1,9000
3557.2828396263617,0,14489,106,40,12,0,0,6000
2036.4810781583906,2,13239,98,58,19,0,1,4000
3852.927780278163,4,12295,77,51,14,0,1,8000
2535.578833375393,0,11064,79,54,18,3,1,8000
2758.410813107161,2,12965,90,45,17,0,0,8000
2977.4163797032347,1,12698,93,44,15,3,0,2000
1896.510295387392,6,7961,74,72,24,0,1,5000
1908.4690884731747,9,5841,51,48,17,0,0,4000
3792.948034468399,10,9724,105,44,9,0,1,13000
4412.380534959634,2,11417,114,45,14,0,1,13000
3555.5451056446022,1,11233,110,44,12,0,1,8000
2655.9477398443155,2,8330,80,47,11,0,1,6000
2726.278128515171,5,8286,55,50,14,3,1,7000
2660.516709444987,2,10185,63,43,17,0,0,9000
3304.2597361290063,1,9508,80,35,10,6,0,7000
2543.142418984993,0,16181,103,65,21,0,1,12000
3097.074737757764,4,10849,89,44,17,0,0,9000
2832.2040568242555,4,8537,90,30,13,0,0,8000
2194.0512832153777,0,9348,65,56,20,0,1,10000
3069.682403094879,3,15404,84,55,15,0,1,8000
3521.4675863726707,3,10589,101,36,11,0,0,4000
2640.818374614811,4,7498,65,41,14,3,0,1000
2954.640876028916,9,6743,73,49,14,0,1,7000
3016.834234459698,3,7846,75,41,13,3,0,4000
2667.907602599507,4,10052,87,61,16,0,1,12000
2899.741994370169,4,10121,98,37,10,3,1,7000
2726.944129795342,6,8009,90,55,19,0,1,13000
2254.0240228175894,6,8784,73,54,16,0,1,9000
2110.2792329134404,1,13793,97,60,22,0,NA,9000
3072.825462648966,1,10109,105,42,17,0,0,9000
2373.9849213647867,11,6951,84,32,9,0,0,3000
3366.1901947499973,2,10330,88,42,10,0,1,9000
2262.053451408897,1,8924,95,55,18,0,1,10000
3462.3563378779695,3,13969,79,49,13,3,1,8000
3407.1048021842857,7,13590,86,41,13,0,0,5000
2594.5382389957217,4,8159,78,48,13,3,1,4000
3919.476442693533,2,20233,120,52,17,0,1,6000
3160.6648734622054,2,9520,94,43,14,0,1,11000
3409.639974939796,1,10786,97,43,17,0,0,9000
2791.4658365553632,4,11435,87,49,15,0,1,12000
3940.396630288591,3,9506,102,42,12,0,0,4000
2191.556777761397,3,9720,64,58,17,0,1,9000
1634.908583167183,1,10644,59,49,21,0,0,10000
2900.3782884128777,6,NA,91,42,11,0,1,6000
4099.568573765411,2,12379,93,40,11,3,0,10000
2142.733043039905,2,10324,86,53,18,0,0,4000
2609.3065226850968,1,13516,103,51,19,0,0,10000
1817.8491559252864,4,8956,80,54,19,0,0,7000
3033.010178357464,6,13417,109,45,15,3,0,6000
2274.8435569860617,3,9959,75,57,18,0,1,10000
3153.285104635038,0,14500,83,37,8,0,1,10000
2541.1716109768895,4,11223,89,41,11,0,1,3000
2302.263255400427,5,9458,70,53,18,0,0,2000
3161.6759356147536,6,9625,95,48,15,3,1,10000
1952.640564413918,4,6966,67,57,20,0,1,10000
1719.2273568086061,5,7120,66,65,23,3,1,8000
3162.0476307337462,2,17011,109,48,17,0,0,3000
2886.1031541378925,3,9583,82,43,17,0,0,8000
3193.5539640905968,1,12466,78,40,12,0,0,1000
3704.529389714693,2,8967,99,45,14,0,1,8000
3278.641402689008,3,12860,87,47,13,0,1,4000
2154.040949849258,8,8303,78,65,24,0,0,11000
3479.4488596256347,6,7653,88,37,11,0,0,10000
2410.770606104836,4,10090,78,38,11,0,0,6000
4391.609421547713,1,13104,110,44,13,0,1,9000
3278.524231391741,3,13182,106,52,16,0,1,11000
2090.7690251769413,3,7547,82,54,18,0,1,5000
3784.453134380494,6,11022,85,39,10,0,1,8000
2934.3930588229364,2,9815,84,48,17,3,0,1000
3056.8508179553664,0,9925,76,47,13,0,1,10000
2388.271241658224,5,11663,90,58,21,0,0,9000
3915.37795985484,2,15221,118,57,17,3,1,4000
3896.950862652125,3,9347,114,44,12,3,1,10000
2205.1897137880746,2,8480,67,48,18,0,0,8000
2506.0813322113054,5,7701,63,33,10,0,0,5000
2847.0250891302926,2,10825,76,44,17,3,0,3000
2928.276523205742,1,12162,100,52,18,3,1,9000
3299.822471676156,1,11042,111,47,13,3,1,5000
3037.315770570202,5,8259,109,47,16,0,0,4000
3455.0671120562747,3,8859,74,41,12,0,0,8000
4127.144584664895,5,11503,110,39,14,0,0,5000
3698.3232428747765,6,7146,99,45,12,0,1,14000
1864.9570527073029,2,10865,73,54,23,3,0,10000
4190.758251216158,7,6157,92,47,13,3,1,12000
3907.2810510687873,8,9010,101,51,15,0,1,13000
4070.859383929712,0,11204,76,47,15,0,0,3000
2945.0563792919374,2,9754,81,49,16,0,1,9000
2502.5142190158367,1,17110,107,57,22,0,0,5000
3965.799455829558,5,8997,82,39,12,6,0,8000
1964.9150791951372,3,12714,98,60,22,0,1,3000
2971.3185301080985,3,9058,76,49,13,0,1,7000
3312.21314983962,5,8450,88,50,13,0,1,11000
4652.148053519643,4,7623,105,29,7,3,0,6000
2752.2777499433146,5,10949,87,42,14,3,0,7000
1676.4993250530874,6,10028,71,52,18,0,0,5000
2991.51108947433,4,10914,69,45,13,3,1,12000
2673.387636839339,2,8963,82,40,13,0,0,8000
3756.465921974408,3,12394,107,42,11,0,1,9000
3054.514096489867,3,9708,79,49,16,0,0,11000
4840.471657095755,3,14330,100,28,6,0,0,11000
3734.6060601593363,4,11954,84,43,13,3,0,9000
2677.7822445220504,2,9696,92,40,12,0,0,5000
3223.0674992850313,3,8881,92,38,9,0,1,9000
2905.176502928024,2,10360,71,49,16,3,0,6000
3101.171133187524,2,12392,118,46,16,0,0,10000
3606.3045053867972,1,12967,122,46,14,3,1,10000
3874.62347406895,2,9237,83,40,9,0,1,6000
3467.773341716065,1,12884,74,40,16,0,0,1000
2237.8158710148186,1,11921,89,56,16,0,1,11000
2703.0731860024657,1,10386,60,38,11,0,1,4000
2377.3903242528118,6,7666,52,43,14,0,0,3000
2194.2302739069623,5,11702,77,45,14,0,0,3000
2713.4852808220758,0,10221,66,41,10,3,1,9000
3309.1355846342944,4,10605,70,39,11,3,0,11000
2708.7733337833433,3,11243,76,47,16,0,0,8000
2466.261164775527,1,8452,50,54,16,0,1,8000
2842.2304074344916,3,9934,108,49,16,0,1,4000
2930.963661336998,3,11889,75,45,15,0,1,8000
2666.561492951307,2,13583,98,51,18,0,1,11000
2992.08450160402,6,13127,81,46,15,3,0,12000
1662.5064547731658,5,8582,75,51,19,0,0,6000
4842.00237095188,1,12783,101,37,12,3,0,9000
3551.2438053171304,1,11313,85,45,13,0,1,5000
2975.518396341954,0,11879,99,44,13,0,1,4000
2655.1911616920124,4,9873,97,50,15,0,1,4000
3163.004875164915,1,15774,101,41,15,0,0,3000
2580.743181013594,2,9910,104,59,19,0,1,7000
2664.389427596214,6,6177,73,40,12,0,0,6000
2366.2364938230025,3,9067,80,50,13,0,1,7000
4188.072917988951,8,8940,91,42,11,3,1,10000
1904.656911614721,1,9222,75,48,17,3,0,9000
3369.0536214928793,4,13396,105,47,13,3,1,6000
3712.311917359344,7,9694,98,54,18,0,1,13000
3921.8880134845003,0,23481,137,55,18,0,1,5000
2325.0569318265143,2,14850,87,56,18,3,1,7000
1985.942655918348,2,10557,66,58,18,0,1,9000
2639.665814861193,1,11874,76,43,17,3,0,2000
4692.263015849286,3,16103,102,43,13,0,1,6000
2030.9188556142462,8,6430,92,49,21,0,0,8000
2558.9917918114656,0,10630,85,44,14,0,1,7000
2410.1311812364047,1,12189,71,44,15,0,0,9000
2806.4717731613905,2,10606,75,42,15,0,0,6000
3702.4274165084817,3,15394,106,46,15,0,0,8000
2757.7415150555566,4,11902,112,48,13,0,1,7000
3431.7868294654795,1,11334,94,38,9,3,0,2000
2585.3395089381665,9,5414,67,51,15,3,1,8000
2860.4841984835166,1,11407,109,55,17,3,1,10000
5045.630593457376,4,10005,70,28,5,0,1,13000
3819.190126768876,3,10986,87,41,9,0,1,4000
1804.4588640607205,8,6837,69,49,17,0,0,2000
3086.8460818561616,1,9530,98,42,15,0,0,9000
2052.2127926987514,3,10894,88,50,14,0,1,6000
3128.7746909506427,4,11168,69,38,12,0,0,10000
1877.527479526993,4,9595,79,46,19,3,0,6000
1839.967195631421,6,8715,78,52,20,0,0,3000
2589.528375449065,1,11640,114,61,20,3,1,4000
